episode,steps,return
758,7,14.0
759,200,-263.0
760,24,-3.0
761,200,-326.0
762,200,-236.0
763,50,-29.0
764,200,-281.0
765,200,-290.0
766,200,-281.0
767,200,-245.0
768,200,-254.0
769,200,-263.0
770,200,-281.0
771,200,-281.0
772,200,-263.0
773,200,-308.0
774,200,-290.0
775,200,-236.0
776,200,-290.0
777,200,-245.0
778,200,-299.0
779,200,-299.0
780,167,-263.0
781,200,-299.0
782,200,-353.0
783,200,-308.0
784,200,-263.0
785,200,-344.0
786,200,-335.0
787,200,-227.0
788,176,-209.0
789,200,-317.0
790,200,-290.0
791,200,-326.0
792,175,-217.0
793,200,-290.0
794,200,-317.0
795,200,-290.0
796,200,-308.0
797,200,-299.0
798,200,-299.0
799,200,-272.0
800,200,-308.0
801,200,-299.0
802,200,-272.0
803,200,-263.0
804,200,-254.0
805,200,-308.0
806,200,-281.0
807,151,-166.0
808,200,-272.0
809,200,-299.0
810,200,-245.0
811,200,-245.0
812,200,-299.0
813,200,-308.0
814,200,-290.0
815,200,-281.0
816,200,-263.0
817,200,-236.0
818,200,-317.0
819,200,-299.0
820,200,-290.0
821,200,-398.0
822,157,-145.0
823,200,-371.0
824,200,-299.0
825,200,-254.0
826,200,-281.0
827,37,-34.0
828,200,-317.0
829,200,-317.0
830,200,-290.0
831,200,-272.0
832,200,-236.0
833,200,-290.0
834,151,-166.0
835,200,-263.0
836,200,-290.0
837,200,-362.0
838,200,-218.0
839,200,-281.0
840,200,-263.0
841,200,-272.0
842,200,-263.0
843,200,-308.0
844,200,-272.0
845,200,-254.0
846,142,-184.0
847,200,-317.0
848,200,-326.0
849,200,-254.0
850,200,-254.0
851,35,-23.0
852,200,-281.0
853,200,-254.0
854,200,-299.0
855,200,-272.0
856,200,-272.0
857,200,-254.0
858,200,-263.0
859,200,-281.0
860,200,-290.0
861,200,-290.0
862,200,-281.0
863,200,-317.0
864,200,-299.0
865,200,-272.0
866,200,-290.0
867,200,-245.0
868,200,-254.0
869,200,-308.0
870,200,-335.0
871,200,-281.0
872,200,-290.0
873,200,-263.0
874,61,-67.0
875,200,-245.0
876,94,-136.0
877,200,-308.0
878,200,-335.0
879,70,-94.0
880,200,-263.0
881,200,-281.0
882,200,-326.0
883,200,-308.0
884,200,-317.0
885,200,-308.0
886,200,-326.0
887,200,-299.0
888,200,-299.0
889,200,-254.0
890,200,-254.0
891,200,-290.0
892,200,-281.0
893,200,-236.0
894,165,-252.0
895,61,-76.0
896,200,-389.0
897,200,-236.0
898,200,-254.0
899,200,-308.0
900,153,-222.0
901,200,-371.0
902,200,-272.0
903,200,-317.0
