episode,steps,return
1120,22,-1.0
1121,23,-11.0
1122,12,0.0
1123,18,-15.0
1124,19,2.0
1125,21,-18.0
1126,24,-3.0
1127,9,12.0
1128,18,-6.0
1129,10,11.0
1130,11,10.0
1131,11,10.0
1132,19,-16.0
1133,11,1.0
1134,7,14.0
1135,26,-32.0
1136,15,-12.0
1137,12,9.0
1138,9,12.0
1139,23,-11.0
1140,49,-37.0
1141,51,-48.0
1142,22,-10.0
1143,12,9.0
1144,24,-30.0
1145,13,-10.0
1146,15,-12.0
1147,12,9.0
1148,27,-24.0
1149,12,9.0
1150,13,-1.0
1151,18,3.0
1152,15,-12.0
1153,13,8.0
1154,18,3.0
1155,18,-6.0
1156,46,-34.0
1157,12,9.0
1158,11,1.0
1159,25,-31.0
1160,9,12.0
1161,36,-42.0
1162,7,14.0
1163,9,12.0
1164,13,-1.0
1165,30,-27.0
1166,37,-25.0
1167,23,-11.0
1168,23,-11.0
1169,8,13.0
1170,13,8.0
1171,24,-3.0
1172,38,-53.0
1173,7,14.0
1174,19,-7.0
1175,17,4.0
1176,16,-13.0
1177,13,8.0
1178,15,6.0
1179,29,-26.0
1180,12,9.0
1181,15,6.0
1182,13,-1.0
1183,14,-2.0
1184,18,-6.0
1185,17,-23.0
1186,6,15.0
1187,34,-31.0
1188,64,-88.0
1189,66,-72.0
1190,13,8.0
1191,18,-6.0
1192,17,4.0
1193,14,-2.0
1194,36,-42.0
1195,34,-31.0
1196,19,2.0
1197,7,14.0
1198,23,-2.0
1199,13,8.0
1200,31,-28.0
1201,14,7.0
1202,12,9.0
1203,17,-32.0
1204,10,11.0
1205,32,-38.0
1206,15,-3.0
1207,12,0.0
1208,39,-18.0
1209,11,10.0
1210,20,-17.0
1211,44,-59.0
1212,43,-40.0
1213,18,-6.0
1214,99,-141.0
1215,11,10.0
1216,37,-43.0
1217,26,-23.0
1218,22,-19.0
1219,18,-6.0
1220,12,9.0
1221,6,15.0
1222,24,-12.0
1223,18,3.0
1224,15,6.0
1225,19,2.0
1226,18,-6.0
1227,17,-14.0
1228,32,-65.0
1229,16,-4.0
1230,11,1.0
1231,19,-16.0
1232,8,13.0
1233,25,-31.0
1234,18,3.0
1235,18,3.0
1236,23,-11.0
1237,12,9.0
1238,16,5.0
1239,49,-73.0
1240,14,7.0
1241,16,5.0
1242,22,-10.0
1243,15,-3.0
1244,37,-43.0
1245,18,-6.0
1246,18,-15.0
1247,19,-7.0
1248,24,-12.0
1249,18,-6.0
1250,18,-6.0
1251,10,2.0
1252,10,-7.0
1253,22,-28.0
1254,50,-47.0
1255,11,1.0
1256,10,11.0
1257,18,3.0
1258,17,-5.0
1259,35,-32.0
1260,12,0.0
1261,23,-20.0
1262,23,-20.0
1263,15,6.0
1264,18,-6.0
1265,19,-25.0
1266,23,-20.0
1267,12,9.0
1268,14,7.0
1269,13,-1.0
1270,25,-22.0
1271,19,-16.0
1272,33,-12.0
1273,17,-5.0
1274,14,-2.0
1275,40,-46.0
1276,16,5.0
1277,18,-6.0
1278,13,8.0
1279,17,4.0
1280,13,8.0
1281,18,-24.0
1282,21,0.0
1283,11,10.0
1284,52,-49.0
1285,27,-42.0
1286,14,7.0
1287,12,0.0
1288,19,-16.0
1289,16,5.0
1290,16,-13.0
1291,12,-9.0
1292,8,13.0
1293,20,-8.0
1294,8,13.0
1295,16,5.0
1296,33,-48.0
1297,10,11.0
1298,13,8.0
1299,55,-52.0
1300,10,-7.0
1301,17,-14.0
1302,17,4.0
1303,16,-13.0
1304,14,-2.0
1305,14,7.0
1306,11,10.0
1307,22,-19.0
1308,25,-4.0
1309,18,-15.0
